,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,ROI,Movie Id,Genres,Name
288,55,2002,The Calling,160000,32092,32092,-127908,0.200575,tt1666335,"['Drama', 'Thriller']",Jason Stone
289,55,2002,The Calling,160000,32092,32092,-127908,0.200575,tt1666335,"['Drama', 'Thriller']",Maggie Bowman
290,55,2002,The Calling,160000,32092,32092,-127908,0.200575,tt1666335,"['Drama', 'Thriller']",Alicia Dwyer
291,55,2002,The Calling,160000,32092,32092,-127908,0.200575,tt1666335,"['Drama', 'Thriller']",Yoni Brook
292,55,2002,The Calling,160000,32092,32092,-127908,0.200575,tt1666335,"['Drama', 'Thriller']",Musa Syeed
293,55,2002,The Calling,160000,32092,32092,-127908,0.200575,tt1666335,"['Drama', 'Thriller']",Rich Varville
294,55,2002,The Calling,160000,32092,32092,-127908,0.200575,tt1666335,"['Drama', 'Thriller']",Joseph Polk
295,55,2002,The Calling,160000,32092,32092,-127908,0.200575,tt1666335,"['Drama', 'Thriller']",Padcha Ithi
296,62,2013,Speak No Evil,150000,0,32927,-117073,0.21951333333333334,tt2503358,['Horror'],Roze
297,68,2012,Sound of My Voice,135000,408015,429448,294448,3.181096296296296,tt1748207,"['Drama', 'Mystery', 'Sci-Fi']",Zal Batmanglij
298,80,2015,The Gallows,100000,22764410,41656474,41556474,416.56474,tt2309260,"['Horror', 'Mystery', 'Thriller']",Chris Lofing
299,95,2015,Closure,100000,0,0,-100000,0.0,tt1570983,['Thriller'],Joseph Hovsepian
300,95,2015,Closure,100000,0,0,-100000,0.0,tt1570983,['Thriller'],Alex Goldberg
301,95,2015,Closure,100000,0,0,-100000,0.0,tt1570983,['Thriller'],Marcin Teodoru
302,95,2015,Closure,100000,0,0,-100000,0.0,tt1570983,['Thriller'],Michael McGee
303,95,2015,Closure,100000,0,0,-100000,0.0,tt1570983,['Thriller'],Joel Hewett
304,95,2015,Closure,100000,0,0,-100000,0.0,tt1570983,['Thriller'],Ileana Chan
305,95,2015,Closure,100000,0,0,-100000,0.0,tt1570983,['Thriller'],Bryan Tucker
306,95,2015,Closure,100000,0,0,-100000,0.0,tt1570983,['Thriller'],Andrew Golden
307,98,2015,The Night Visitor,100000,0,0,-100000,0.0,tt2797642,"['Horror', 'Sci-Fi', 'Thriller']",Jennifer Blanc-Biehn
310,6,2011,Absentia,70000,0,8555,-61445,0.12221428571428572,tt1610996,"['Drama', 'Horror', 'Mystery']",Mike Flanagan
311,6,2011,Absentia,70000,0,8555,-61445,0.12221428571428572,tt1610996,"['Drama', 'Horror', 'Mystery']",Steven Young
312,13,2012,Hayride,60000,0,0,-60000,0.0,tt1861343,"['Crime', 'Drama', 'Horror']",Terron R. Parsons
315,25,2015,"Run, Hide, Die",50000,0,0,-50000,0.0,tt2442662,"['Horror', 'Thriller']",Collin Joseph Neal
316,32,2011,Raymond Did It,40000,3632,3632,-36368,0.0908,tt1716760,['Horror'],Travis Legge
318,42,2013,Paraphobia,30000,0,0,-30000,0.0,tt3123250,"['Comedy', 'Horror', 'Thriller']",Rick Montano
319,48,2000,The Terrorist,25000,195043,195043,170043,7.80172,tt9248762,['Thriller'],P.C. Shekar
320,49,2015,Exeter,25000,0,489792,464792,19.59168,tt1945044,"['Horror', 'Mystery', 'Thriller']",Ann Tramonte
321,52,2015,Dutch Kills,25000,0,0,-25000,0.0,tt2759066,"['Crime', 'Drama', 'Thriller']",Joseph Mazzella
323,59,2011,The Ridges,17300,0,0,-17300,0.0,tt1781935,"['Drama', 'Horror', 'Thriller']",Brandon Landers
324,67,2006,Clean,10000,138711,138711,128711,13.8711,tt6619196,"['Comedy', 'Drama', 'Horror']",Graham Wright
326,81,2015,A Plague So Pleasant,1400,0,0,-1400,0.0,tt2107644,"['Drama', 'Horror', 'Thriller']",Benjamin Roberds
327,81,2015,A Plague So Pleasant,1400,0,0,-1400,0.0,tt2107644,"['Drama', 'Horror', 'Thriller']",Jordan Reyes
