,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,ROI,Genres,bucket
968,97,2014,Pompeii,80000000,23169033,108469033,51638066,1.645475825,Drama,r4
969,33,2011,Happy Feet Two,135000000,64006466,157956466,86962932,1.6441698666666666,Adventure,r4
969,33,2011,Happy Feet Two,135000000,64006466,157956466,86962932,1.6441698666666666,Animation,r4
969,33,2011,Happy Feet Two,135000000,64006466,157956466,86962932,1.6441698666666666,Comedy,r4
976,59,2003,Dreamcatcher,68000000,33685268,75685268,41370536,1.6083902352941177,Crime,r4
976,59,2003,Dreamcatcher,68000000,33685268,75685268,41370536,1.6083902352941177,Drama,r4
979,94,2019,Wonder Park,100000000,45216793,115149422,60366215,1.60366215,Adventure,r4
979,94,2019,Wonder Park,100000000,45216793,115149422,60366215,1.60366215,Animation,r4
979,94,2019,Wonder Park,100000000,45216793,115149422,60366215,1.60366215,Comedy,r4
980,85,2013,Beautiful Creatures,50000000,19452138,60282876,29735014,1.59470028,Drama,r4
980,85,2013,Beautiful Creatures,50000000,19452138,60282876,29735014,1.59470028,Fantasy,r4
985,23,2019,Cold Pursuit,60000000,32138862,62599159,34738021,1.5789670166666667,Action,r4
985,23,2019,Cold Pursuit,60000000,32138862,62599159,34738021,1.5789670166666667,Crime,r4
985,23,2019,Cold Pursuit,60000000,32138862,62599159,34738021,1.5789670166666667,Drama,r4
990,100,2015,Point Break,100000000,28782481,126704591,55487072,1.55487072,Action,r4
990,100,2015,Point Break,100000000,28782481,126704591,55487072,1.55487072,Crime,r4
992,63,2012,Cloud Atlas,102000000,27108272,130673154,55781426,1.546876725490196,Action,r4
992,63,2012,Cloud Atlas,102000000,27108272,130673154,55781426,1.546876725490196,Drama,r4
998,13,2003,The Rundown,85000000,47641743,80831893,43473636,1.5114545411764706,Action,r4
999,59,2001,Bandits,75000000,41523271,71523271,38046542,1.5072872266666666,Drama,r4
1000,47,2016,Allied,106000000,40098064,119266661,53364725,1.5034408018867924,Action,r4
1000,47,2016,Allied,106000000,40098064,119266661,53364725,1.5034408018867924,Drama,r4
1001,63,2005,Hostage,75000000,34636443,77636443,37272886,1.4969718133333334,Thriller,r4
1003,28,2003,The Hunted,55000000,34234008,47213095,26447103,1.4808564181818182,Action,r4
1004,36,1996,Chain Reaction,55000000,21226204,60209334,26435538,1.4806461454545454,Drama,r4
1011,14,2014,"I, Frankenstein",65000000,19075290,74575290,28650580,1.440778153846154,Action,r4
1011,14,2014,"I, Frankenstein",65000000,19075290,74575290,28650580,1.440778153846154,Fantasy,r4
1014,1,2012,Red Dawn,65000000,44806783,48164150,27970933,1.4303220461538462,Action,r4
1014,1,2012,Red Dawn,65000000,44806783,48164150,27970933,1.4303220461538462,Sci-Fi,r4
1014,1,2012,Red Dawn,65000000,44806783,48164150,27970933,1.4303220461538462,Thriller,r4
1015,29,2012,Rock of Ages,70000000,38518613,61031932,29550545,1.4221506428571429,Comedy,r4
1015,29,2012,Rock of Ages,70000000,38518613,61031932,29550545,1.4221506428571429,Drama,r4
1016,90,2017,Valerian and the City of a Thousand Planets,180000000,40479370,215098356,75577726,1.4198762555555555,Action,r4
1016,90,2017,Valerian and the City of a Thousand Planets,180000000,40479370,215098356,75577726,1.4198762555555555,Adventure,r4
1016,90,2017,Valerian and the City of a Thousand Planets,180000000,40479370,215098356,75577726,1.4198762555555555,Fantasy,r4
1018,34,2002,Bad Company,70000000,30157016,69157016,29314032,1.4187718857142857,Thriller,r4
1019,89,2011,Hugo,180000000,73864507,180047784,73912291,1.410623838888889,Adventure,r4
1019,89,2011,Hugo,180000000,73864507,180047784,73912291,1.410623838888889,Drama,r4
1019,89,2011,Hugo,180000000,73864507,180047784,73912291,1.410623838888889,Family,r4
1023,18,2012,Trouble with the Curve,60000000,35763137,47818913,23582050,1.3930341666666666,Drama,r4
1029,32,2018,Annihilation,55000000,32732301,43070915,20803216,1.378240290909091,Adventure,r4
1029,32,2018,Annihilation,55000000,32732301,43070915,20803216,1.378240290909091,Drama,r4
1030,19,2002,Showtime,85000000,37948765,78948765,31897530,1.3752650588235293,Drama,r4
1030,19,2002,Showtime,85000000,37948765,78948765,31897530,1.3752650588235293,Fantasy,r4
1033,91,2010,The Wolfman,150000000,62189884,142634358,54824242,1.3654949466666666,Drama,r4
1033,91,2010,The Wolfman,150000000,62189884,142634358,54824242,1.3654949466666666,Fantasy,r4
1034,66,2013,Jack the Giant Slayer,195000000,65187603,197687603,67875206,1.3480779794871796,Adventure,r4
1034,66,2013,Jack the Giant Slayer,195000000,65187603,197687603,67875206,1.3480779794871796,Fantasy,r4
1037,45,2001,Ali,109000000,58183966,87683966,36867932,1.3382379082568807,Drama,r4
1038,19,2016,The Little Prince,77500000,1311213,102028919,25840132,1.333421058064516,Action,r4
1039,24,2015,Seventh Son,95000000,17725785,108874967,31600752,1.332639494736842,Action,r4
1039,24,2015,Seventh Son,95000000,17725785,108874967,31600752,1.332639494736842,Adventure,r4
1039,24,2015,Seventh Son,95000000,17725785,108874967,31600752,1.332639494736842,Fantasy,r4
1041,22,2000,Almost Famous,60000000,32522352,47371191,19893543,1.33155905,Comedy,r4
1041,22,2000,Almost Famous,60000000,32522352,47371191,19893543,1.33155905,Drama,r4
1041,22,2000,Almost Famous,60000000,32522352,47371191,19893543,1.33155905,Family,r4
1042,98,2010,Green Zone,100000000,35497337,97523020,33020357,1.33020357,Action,r4
1042,98,2010,Green Zone,100000000,35497337,97523020,33020357,1.33020357,Drama,r4
1042,98,2010,Green Zone,100000000,35497337,97523020,33020357,1.33020357,Thriller,r4
1044,3,2005,Sahara,145000000,68671925,121671925,45343850,1.3127162068965517,Adventure,r4
1044,3,2005,Sahara,145000000,68671925,121671925,45343850,1.3127162068965517,Animation,r4
1044,3,2005,Sahara,145000000,68671925,121671925,45343850,1.3127162068965517,Comedy,r4
1050,14,2012,John Carter,275000000,73058679,282778100,80836779,1.2939519236363637,Action,r4
1050,14,2012,John Carter,275000000,73058679,282778100,80836779,1.2939519236363637,Adventure,r4
1050,14,2012,John Carter,275000000,73058679,282778100,80836779,1.2939519236363637,Sci-Fi,r4
1051,38,2011,Killer Elite,70000000,25124986,65409046,20534032,1.2933433142857143,Action,r4
1051,38,2011,Killer Elite,70000000,25124986,65409046,20534032,1.2933433142857143,Crime,r4
1051,38,2011,Killer Elite,70000000,25124986,65409046,20534032,1.2933433142857143,Thriller,r4
1053,91,2015,Jupiter Ascending,179000000,47482519,181982519,50465038,1.2819275865921789,Action,r4
1053,91,2015,Jupiter Ascending,179000000,47482519,181982519,50465038,1.2819275865921789,Adventure,r4
1053,91,2015,Jupiter Ascending,179000000,47482519,181982519,50465038,1.2819275865921789,Sci-Fi,r4
1054,13,2013,The Lone Ranger,275000000,89302115,260002115,74304230,1.2701972,Action,r4
1054,13,2013,The Lone Ranger,275000000,89302115,260002115,74304230,1.2701972,Adventure,r4
1058,2,2014,Transcendence,100000000,23022309,103039258,26061567,1.26061567,Drama,r4
1059,80,2011,Dream House,50000000,21302340,41642166,12944506,1.25889012,Comedy,r4
1059,80,2011,Dream House,50000000,21302340,41642166,12944506,1.25889012,Drama,r4
1061,77,2019,Hellboy,50000000,21903748,40725492,12629240,1.2525848,Action,r4
1061,77,2019,Hellboy,50000000,21903748,40725492,12629240,1.2525848,Adventure,r4
1061,77,2019,Hellboy,50000000,21903748,40725492,12629240,1.2525848,Fantasy,r4
1062,82,2009,Gamer,50000000,20534907,42002029,12536936,1.25073872,Drama,r4
1064,12,2005,Elektra,65000000,24409722,56824633,16234355,1.2497593076923077,Drama,r4
1064,12,2005,Elektra,65000000,24409722,56824633,16234355,1.2497593076923077,Thriller,r4
1066,93,2015,Pan,150000000,35088320,151525973,36614293,1.2440952866666666,Adventure,r4
1066,93,2015,Pan,150000000,35088320,151525973,36614293,1.2440952866666666,Comedy,r4
1066,93,2015,Pan,150000000,35088320,151525973,36614293,1.2440952866666666,Family,r4
1067,23,2016,Ben-Hur,95000000,26410477,91669648,23080125,1.2429486842105264,Action,r4
1067,23,2016,Ben-Hur,95000000,26410477,91669648,23080125,1.2429486842105264,Adventure,r4
1067,23,2016,Ben-Hur,95000000,26410477,91669648,23080125,1.2429486842105264,Drama,r4
1076,18,2016,Gods of Egypt,140000000,31153464,138836756,29990220,1.2142158571428572,Action,r4
1076,18,2016,Gods of Egypt,140000000,31153464,138836756,29990220,1.2142158571428572,Adventure,r4
1076,18,2016,Gods of Egypt,140000000,31153464,138836756,29990220,1.2142158571428572,Fantasy,r4
1077,87,2001,Driven,72000000,32616869,54616869,15233738,1.2115796944444444,Family,r4
1079,35,1998,The Avengers,60000000,23385416,48585416,11970832,1.1995138666666667,Action,r4
1079,35,1998,The Avengers,60000000,23385416,48585416,11970832,1.1995138666666667,Adventure,r4
1079,35,1998,The Avengers,60000000,23385416,48585416,11970832,1.1995138666666667,Sci-Fi,r4
1084,47,2016,Deepwater Horizon,156000000,61433527,122603824,28037351,1.179726608974359,Action,r4
1084,47,2016,Deepwater Horizon,156000000,61433527,122603824,28037351,1.179726608974359,Drama,r4
1089,9,2018,Robin Hood,99000000,30824628,84747441,16572069,1.1673946363636363,Action,r4
1089,9,2018,Robin Hood,99000000,30824628,84747441,16572069,1.1673946363636363,Adventure,r4
1089,9,2018,Robin Hood,99000000,30824628,84747441,16572069,1.1673946363636363,Drama,r4
1091,62,2017,Downsizing,68000000,24449754,54462971,10912725,1.16048125,Drama,r4
1091,62,2017,Downsizing,68000000,24449754,54462971,10912725,1.16048125,Sci-Fi,r4
1093,1,2015,In the Heart of the Sea,100000000,25020758,89693309,14714067,1.14714067,Action,r4
1093,1,2015,In the Heart of the Sea,100000000,25020758,89693309,14714067,1.14714067,Adventure,r4
1096,79,2016,Snowden,50000000,21587519,35380918,6968437,1.13936874,Drama,r4
1096,79,2016,Snowden,50000000,21587519,35380918,6968437,1.13936874,Thriller,r4
1100,42,2014,The Legend of Hercules,70000000,18848538,58953319,7801857,1.1114551,Action,r4
1100,42,2014,The Legend of Hercules,70000000,18848538,58953319,7801857,1.1114551,Adventure,r4
1100,42,2014,The Legend of Hercules,70000000,18848538,58953319,7801857,1.1114551,Fantasy,r4
1103,36,2016,The Finest Hours,70000000,27569558,49252761,6822319,1.0974617,Action,r4
1103,36,2016,The Finest Hours,70000000,27569558,49252761,6822319,1.0974617,Drama,r4
1106,12,2013,47 Ronin,175000000,38362475,151716815,15079290,1.0861673714285713,Action,r4
1106,12,2013,47 Ronin,175000000,38362475,151716815,15079290,1.0861673714285713,Adventure,r4
1106,12,2013,47 Ronin,175000000,38362475,151716815,15079290,1.0861673714285713,Drama,r4
1110,98,2018,Early Man,50000000,8267544,45285890,3553434,1.07106868,Adventure,r4
1110,98,2018,Early Man,50000000,8267544,45285890,3553434,1.07106868,Animation,r4
1110,98,2018,Early Man,50000000,8267544,45285890,3553434,1.07106868,Comedy,r4
1115,91,2011,Drive Angry,50000000,10721033,41042583,1763616,1.03527232,Action,r4
1115,91,2011,Drive Angry,50000000,10721033,41042583,1763616,1.03527232,Fantasy,r4
1115,91,2011,Drive Angry,50000000,10721033,41042583,1763616,1.03527232,Thriller,r4
1118,11,2017,King Arthur: Legend of the Sword,175000000,39175066,139630336,3805402,1.0217451542857143,Action,r4
1118,11,2017,King Arthur: Legend of the Sword,175000000,39175066,139630336,3805402,1.0217451542857143,Adventure,r4
1118,11,2017,King Arthur: Legend of the Sword,175000000,39175066,139630336,3805402,1.0217451542857143,Drama,r4
1120,4,2018,Mortal Engines,100000000,15951040,85287417,1238457,1.01238457,Action,r4
1120,4,2018,Mortal Engines,100000000,15951040,85287417,1238457,1.01238457,Adventure,r4
1120,4,2018,Mortal Engines,100000000,15951040,85287417,1238457,1.01238457,Fantasy,r4
1121,11,2003,The Missing,65000000,26900336,38253433,153769,1.0023656769230769,Action,r4
1121,11,2003,The Missing,65000000,26900336,38253433,153769,1.0023656769230769,Crime,r4
1121,11,2003,The Missing,65000000,26900336,38253433,153769,1.0023656769230769,Thriller,r4
1122,28,2002,Dragonfly,60000000,30063805,30063805,127610,1.0021268333333333,Crime,r4
1122,28,2002,Dragonfly,60000000,30063805,30063805,127610,1.0021268333333333,Drama,r4
1122,28,2002,Dragonfly,60000000,30063805,30063805,127610,1.0021268333333333,Thriller,r4
1127,78,2011,Your Highness,50000000,21596445,26121638,-2281917,0.95436166,Adventure,r4
1127,78,2011,Your Highness,50000000,21596445,26121638,-2281917,0.95436166,Comedy,r4
1127,78,2011,Your Highness,50000000,21596445,26121638,-2281917,0.95436166,Fantasy,r4
1130,76,2011,Conan the Barbarian,90000000,21295021,63356133,-5348846,0.9405683777777778,Action,r4
1130,76,2011,Conan the Barbarian,90000000,21295021,63356133,-5348846,0.9405683777777778,Adventure,r4
1130,76,2011,Conan the Barbarian,90000000,21295021,63356133,-5348846,0.9405683777777778,Fantasy,r4
1138,81,2016,Free State of Jones,50000000,20810036,23237252,-5952712,0.88094576,Action,r4
1138,81,2016,Free State of Jones,50000000,20810036,23237252,-5952712,0.88094576,Drama,r4
1140,55,2013,R.I.P.D.,130000000,33618855,79076678,-17304467,0.8668887153846154,Action,r4
1140,55,2013,R.I.P.D.,130000000,33618855,79076678,-17304467,0.8668887153846154,Adventure,r4
1140,55,2013,R.I.P.D.,130000000,33618855,79076678,-17304467,0.8668887153846154,Comedy,r4
1141,65,1998,Beloved,53000000,22852487,22852487,-7295026,0.862358,Comedy,r4
1143,16,2014,Sin City: A Dame to Kill For,65000000,13757804,40650842,-10591354,0.8370560923076923,Crime,r4
1143,16,2014,Sin City: A Dame to Kill For,65000000,13757804,40650842,-10591354,0.8370560923076923,Thriller,r4
1150,21,2005,Stealth,138000000,32116746,76416746,-29466508,0.7864745797101449,Action,r4
1150,21,2005,Stealth,138000000,32116746,76416746,-29466508,0.7864745797101449,Comedy,r4
1153,55,2019,The Kid Who Would Be King,59000000,16790790,28348446,-13860764,0.7650717966101694,Action,r4
1153,55,2019,The Kid Who Would Be King,59000000,16790790,28348446,-13860764,0.7650717966101694,Adventure,r4
1153,55,2019,The Kid Who Would Be King,59000000,16790790,28348446,-13860764,0.7650717966101694,Family,r4
1154,32,2016,The Infiltrator,47500000,15436808,20718104,-11345088,0.7611560421052631,Crime,r4
1154,32,2016,The Infiltrator,47500000,15436808,20718104,-11345088,0.7611560421052631,Drama,r4
1155,81,2017,Monster Trucks,125000000,33370166,61642798,-29987036,0.760103712,Action,r4
1155,81,2017,Monster Trucks,125000000,33370166,61642798,-29987036,0.760103712,Adventure,r4
1155,81,2017,Monster Trucks,125000000,33370166,61642798,-29987036,0.760103712,Comedy,r4
1156,24,1997,Father's Day,85000000,28681080,35681080,-20637840,0.7572018823529412,Action,r4
1158,90,1995,Fair Game,50000000,11497497,26097497,-12405006,0.75189988,Drama,r4
1158,90,1995,Fair Game,50000000,11497497,26097497,-12405006,0.75189988,Thriller,r4
1161,43,2014,Winter's Tale,60000000,12600231,29575033,-17824736,0.7029210666666666,Drama,r4
1161,43,2014,Winter's Tale,60000000,12600231,29575033,-17824736,0.7029210666666666,Fantasy,r4
1165,94,2005,Domino,50000000,10169202,23574057,-16256741,0.67486518,Crime,r4
1165,94,2005,Domino,50000000,10169202,23574057,-16256741,0.67486518,Thriller,r4
1168,42,2016,Silence,46500000,7100177,23726626,-15673197,0.662942,Adventure,r4
1168,42,2016,Silence,46500000,7100177,23726626,-15673197,0.662942,Drama,r4
1175,48,2015,Mortdecai,60000000,7696134,30396134,-21907732,0.6348711333333333,Action,r4
1175,48,2015,Mortdecai,60000000,7696134,30396134,-21907732,0.6348711333333333,Comedy,r4
1175,48,2015,Mortdecai,60000000,7696134,30396134,-21907732,0.6348711333333333,Crime,r4
1176,69,1999,Virus,75000000,14010690,30626690,-30362620,0.5951650666666667,Family,r4
1178,42,2013,Bullet to the Head,55000000,9489829,22597969,-22912202,0.5834145090909091,Action,r4
1178,42,2013,Bullet to the Head,55000000,9489829,22597969,-22912202,0.5834145090909091,Crime,r4
1178,42,2013,Bullet to the Head,55000000,9489829,22597969,-22912202,0.5834145090909091,Thriller,r4
1184,47,2017,Rock Dog,60000000,9420546,24148488,-26430966,0.5594839,Adventure,r4
1184,47,2017,Rock Dog,60000000,9420546,24148488,-26430966,0.5594839,Animation,r4
1184,47,2017,Rock Dog,60000000,9420546,24148488,-26430966,0.5594839,Comedy,r4
1186,3,2019,Dark Phoenix,350000000,42762350,149762350,-157475300,0.5500705714285714,Action,r4
1186,3,2019,Dark Phoenix,350000000,42762350,149762350,-157475300,0.5500705714285714,Adventure,r4
1186,3,2019,Dark Phoenix,350000000,42762350,149762350,-157475300,0.5500705714285714,Sci-Fi,r4
1187,66,1996,Last Man Standing,67000000,18115927,18115927,-30768146,0.5407739402985074,Crime,r4
1189,4,2013,Upside Down,50000000,102118,26387039,-23510843,0.52978314,Drama,r4
1189,4,2013,Upside Down,50000000,102118,26387039,-23510843,0.52978314,Fantasy,r4
1191,17,2016,Live by Night,65000000,10378555,21774432,-32847013,0.4946613384615385,Action,r4
1191,17,2016,Live by Night,65000000,10378555,21774432,-32847013,0.4946613384615385,Crime,r4
1191,17,2016,Live by Night,65000000,10378555,21774432,-32847013,0.4946613384615385,Drama,r4
1192,41,2000,Supernova,60000000,14218868,14816494,-30964638,0.4839227,Drama,r4
1197,40,2010,Jonah Hex,47000000,10547117,11022696,-25430187,0.4589321914893617,Action,r4
1197,40,2010,Jonah Hex,47000000,10547117,11022696,-25430187,0.4589321914893617,Drama,r4
1197,40,2010,Jonah Hex,47000000,10547117,11022696,-25430187,0.4589321914893617,Fantasy,r4
1201,41,1997,Turbulence,55000000,11532774,11532774,-31934452,0.4193736,Comedy,r4
1202,93,1995,The Scarlet Letter,50000000,10359006,10359006,-29281988,0.41436024,Drama,r4
1204,46,2014,Legends of Oz: Dorothy's Return,70000000,8462347,20107933,-41429720,0.40814685714285714,Adventure,r4
1204,46,2014,Legends of Oz: Dorothy's Return,70000000,8462347,20107933,-41429720,0.40814685714285714,Animation,r4
1204,46,2014,Legends of Oz: Dorothy's Return,70000000,8462347,20107933,-41429720,0.40814685714285714,Family,r4
1205,94,2011,Mars Needs Moms,150000000,21392758,39549758,-89057484,0.40628344,Adventure,r4
