,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,ROI,Genres,bucket
1063,24,2015,Bending Steel,50000,0,0,-50000,0.0,Documentary,r1
1064,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Drama,r1
1064,17,2015,Checkmate,1500000,0,0,-1500000,0.0,Mystery,r1
1065,16,2015,#Horror,1500000,0,0,-1500000,0.0,Crime,r1
1065,16,2015,#Horror,1500000,0,0,-1500000,0.0,Drama,r1
1065,16,2015,#Horror,1500000,0,0,-1500000,0.0,Horror,r1
1066,15,2015,Mutant World,1500000,0,0,-1500000,0.0,Sci-Fi,r1
1068,81,2015,A Plague So Pleasant,1400,0,0,-1400,0.0,Drama,r1
1068,81,2015,A Plague So Pleasant,1400,0,0,-1400,0.0,Horror,r1
1068,81,2015,A Plague So Pleasant,1400,0,0,-1400,0.0,Thriller,r1
1069,78,2018,Red 11,7000,0,0,-7000,0.0,Horror,r1
1069,78,2018,Red 11,7000,0,0,-7000,0.0,Sci-Fi,r1
1069,78,2018,Red 11,7000,0,0,-7000,0.0,Thriller,r1
1074,13,2014,Once Upon a Time in Queens,1500000,0,0,-1500000,0.0,Comedy,r1
1074,13,2014,Once Upon a Time in Queens,1500000,0,0,-1500000,0.0,Drama,r1
1075,62,2014,Stories of Our Lives,15000,0,0,-15000,0.0,Drama,r1
1076,59,2011,The Ridges,17300,0,0,-17300,0.0,Drama,r1
1076,59,2011,The Ridges,17300,0,0,-17300,0.0,Horror,r1
1076,59,2011,The Ridges,17300,0,0,-17300,0.0,Thriller,r1
1078,57,2015,The Front Man,20000,0,0,-20000,0.0,Comedy,r1
1078,57,2015,The Front Man,20000,0,0,-20000,0.0,Documentary,r1
1079,56,2013,All Superheroes Must Die,20000,0,0,-20000,0.0,Sci-Fi,r1
1079,56,2013,All Superheroes Must Die,20000,0,0,-20000,0.0,Thriller,r1
1081,54,2014,Dry Spell,22000,0,0,-22000,0.0,Comedy,r1
1081,54,2014,Dry Spell,22000,0,0,-22000,0.0,Romance,r1
1082,52,2015,Dutch Kills,25000,0,0,-25000,0.0,Crime,r1
1082,52,2015,Dutch Kills,25000,0,0,-25000,0.0,Drama,r1
1082,52,2015,Dutch Kills,25000,0,0,-25000,0.0,Thriller,r1
1083,51,2015,Ten,25000,0,0,-25000,0.0,Drama,r1
1087,46,2015,The Algerian,1300000,0,0,-1300000,0.0,Action,r1
1087,46,2015,The Algerian,1300000,0,0,-1300000,0.0,Romance,r1
1087,46,2015,The Algerian,1300000,0,0,-1300000,0.0,Thriller,r1
1089,92,2012,Indie Game: The Movie,100000,0,0,-100000,0.0,Documentary,r1
1089,92,2012,Indie Game: The Movie,100000,0,0,-100000,0.0,Drama,r1
1090,56,2014,Fugly,4500000,0,0,-4500000,0.0,Drama,r1
1090,56,2014,Fugly,4500000,0,0,-4500000,0.0,Thriller,r1
1092,34,2008,Animals,5500000,0,0,-5500000,0.0,Drama,r1
1093,59,2017,Daisy Winters,4500000,0,0,-4500000,0.0,Drama,r1
1097,58,2015,The Final Girls,4500000,0,0,-4500000,0.0,Comedy,r1
1097,58,2015,The Final Girls,4500000,0,0,-4500000,0.0,Drama,r1
1098,72,2015,Romantic Schemer,125000,0,0,-125000,0.0,Romance,r1
1099,71,2015,The Brain That Sings,125000,0,0,-125000,0.0,Documentary,r1
1100,70,2014,An American in Hollywood,125000,0,0,-125000,0.0,Drama,r1
1103,64,2013,Aroused,150000,0,0,-150000,0.0,Documentary,r1
1106,98,2010,Butterfly,250000,0,0,-250000,0.0,Horror,r1
1106,98,2010,Butterfly,250000,0,0,-250000,0.0,Thriller,r1
1108,94,2014,Echo Dr.,100000,0,0,-100000,0.0,Action,r1
1108,94,2014,Echo Dr.,100000,0,0,-100000,0.0,Drama,r1
1108,94,2014,Echo Dr.,100000,0,0,-100000,0.0,Sci-Fi,r1
1109,95,2015,Closure,100000,0,0,-100000,0.0,Thriller,r1
1110,34,2015,Lords of London,3440000,0,0,-3440000,0.0,Crime,r1
1110,34,2015,Lords of London,3440000,0,0,-3440000,0.0,Mystery,r1
1110,34,2015,Lords of London,3440000,0,0,-3440000,0.0,Thriller,r1
1111,85,2015,The Timber,2100000,0,0,-2100000,0.0,Action,r1
1111,85,2015,The Timber,2100000,0,0,-2100000,0.0,Drama,r1
1113,15,2013,The Dirties,55000,0,0,-55000,0.0,Crime,r1
1113,15,2013,The Dirties,55000,0,0,-55000,0.0,Drama,r1
1114,13,2012,Hayride,60000,0,0,-60000,0.0,Crime,r1
1114,13,2012,Hayride,60000,0,0,-60000,0.0,Drama,r1
1114,13,2012,Hayride,60000,0,0,-60000,0.0,Horror,r1
1115,12,2012,The FP,60000,0,0,-60000,0.0,Comedy,r1
1116,26,2010,My Girlfriend's Boyfriend,1400000,0,0,-1400000,0.0,Comedy,r1
1116,26,2010,My Girlfriend's Boyfriend,1400000,0,0,-1400000,0.0,Romance,r1
1117,83,2012,Infected,2100000,0,0,-2100000,0.0,Action,r1
1117,83,2012,Infected,2100000,0,0,-2100000,0.0,Horror,r1
1117,83,2012,Infected,2100000,0,0,-2100000,0.0,Sci-Fi,r1
1119,3,2015,Queen Crab,75000,0,0,-75000,0.0,Action,r1
1119,3,2015,Queen Crab,75000,0,0,-75000,0.0,Sci-Fi,r1
1119,3,2015,Queen Crab,75000,0,0,-75000,0.0,Thriller,r1
1120,28,2014,House at the End of the Drive,1400000,0,0,-1400000,0.0,Horror,r1
1120,28,2014,House at the End of the Drive,1400000,0,0,-1400000,0.0,Thriller,r1
1122,99,2015,Tiger Orange,100000,0,0,-100000,0.0,Drama,r1
1123,98,2015,The Night Visitor,100000,0,0,-100000,0.0,Horror,r1
1123,98,2015,The Night Visitor,100000,0,0,-100000,0.0,Sci-Fi,r1
1123,98,2015,The Night Visitor,100000,0,0,-100000,0.0,Thriller,r1
1124,97,2015,Open Secret,100000,0,0,-100000,0.0,Documentary,r1
1126,99,2015,UnDivided,250000,0,0,-250000,0.0,Documentary,r1
1127,23,2014,Pancakes,400000,0,0,-400000,0.0,Drama,r1
1130,71,2015,Vessel,800000,0,0,-800000,0.0,Drama,r1
1130,71,2015,Vessel,800000,0,0,-800000,0.0,Horror,r1
1131,72,2015,Amnesiac,3000000,0,0,-3000000,0.0,Drama,r1
1131,72,2015,Amnesiac,3000000,0,0,-3000000,0.0,Horror,r1
1131,72,2015,Amnesiac,3000000,0,0,-3000000,0.0,Thriller,r1
1134,93,2015,Let's Kill Ward's Wife,5000000,0,0,-5000000,0.0,Comedy,r1
1134,93,2015,Let's Kill Ward's Wife,5000000,0,0,-5000000,0.0,Crime,r1
1137,68,2015,Something Wicked,3000000,0,0,-3000000,0.0,Drama,r1
1137,68,2015,Something Wicked,3000000,0,0,-3000000,0.0,Horror,r1
1137,68,2015,Something Wicked,3000000,0,0,-3000000,0.0,Mystery,r1
1138,52,2012,Snitch,850000,0,0,-850000,0.0,Action,r1
1138,52,2012,Snitch,850000,0,0,-850000,0.0,Drama,r1
1138,52,2012,Snitch,850000,0,0,-850000,0.0,Thriller,r1
1139,96,2012,The Frozen,250000,0,0,-250000,0.0,Drama,r1
1139,96,2012,The Frozen,250000,0,0,-250000,0.0,Thriller,r1
1140,67,2015,Enter the Dangerous Mind,3000000,0,0,-3000000,0.0,Thriller,r1
1141,96,2012,Should've Been Romeo,5000000,0,0,-5000000,0.0,Comedy,r1
1141,96,2012,Should've Been Romeo,5000000,0,0,-5000000,0.0,Drama,r1
1143,45,2014,40 Weeks,900000,0,0,-900000,0.0,Documentary,r1
1145,57,2014,Always Woodstock,2400000,0,0,-2400000,0.0,Comedy,r1
1145,57,2014,Always Woodstock,2400000,0,0,-2400000,0.0,Romance,r1
1146,65,2015,AWOL-72,3000000,0,0,-3000000,0.0,Action,r1
1146,65,2015,AWOL-72,3000000,0,0,-3000000,0.0,Thriller,r1
1147,97,2015,Aztec Warrior,5000000,0,0,-5000000,0.0,Action,r1
1147,97,2015,Aztec Warrior,5000000,0,0,-5000000,0.0,Comedy,r1
1149,92,2015,Born of War,5000000,0,0,-5000000,0.0,Action,r1
1149,92,2015,Born of War,5000000,0,0,-5000000,0.0,Drama,r1
1149,92,2015,Born of War,5000000,0,0,-5000000,0.0,Thriller,r1
1152,90,2014,Reach Me,5000000,0,0,-5000000,0.0,Comedy,r1
1152,90,2014,Reach Me,5000000,0,0,-5000000,0.0,Crime,r1
1152,90,2014,Reach Me,5000000,0,0,-5000000,0.0,Drama,r1
1153,28,2012,High Road,546173,0,0,-546173,0.0,Comedy,r1
1154,14,2011,Without Men,4700000,0,0,-4700000,0.0,Comedy,r1
1155,20,2015,Irreplaceable,600000,0,0,-600000,0.0,Documentary,r1
1156,19,2014,Light from the Darkroom,600000,0,0,-600000,0.0,Action,r1
1156,19,2014,Light from the Darkroom,600000,0,0,-600000,0.0,Drama,r1
1156,19,2014,Light from the Darkroom,600000,0,0,-600000,0.0,Thriller,r1
1157,18,2014,The Maid's Room,600000,0,0,-600000,0.0,Thriller,r1
1159,74,2015,Close Range,3000000,0,0,-3000000,0.0,Action,r1
1159,74,2015,Close Range,3000000,0,0,-3000000,0.0,Crime,r1
1160,5,2013,Treachery,625000,0,0,-625000,0.0,Drama,r1
1160,5,2013,Treachery,625000,0,0,-625000,0.0,Thriller,r1
1161,3,2014,The Hadza: Last of the First,650000,0,0,-650000,0.0,Documentary,r1
1162,2,2012,After,650000,0,0,-650000,0.0,Drama,r1
1162,2,2012,After,650000,0,0,-650000,0.0,Mystery,r1
1163,43,2009,The Calling,2500000,0,0,-2500000,0.0,Drama,r1
1163,43,2009,The Calling,2500000,0,0,-2500000,0.0,Thriller,r1
1164,96,2015,Walter,700000,0,0,-700000,0.0,Thriller,r1
1167,86,2016,Adulterers,750000,0,0,-750000,0.0,Crime,r1
1167,86,2016,Adulterers,750000,0,0,-750000,0.0,Drama,r1
1167,86,2016,Adulterers,750000,0,0,-750000,0.0,Thriller,r1
1170,73,2015,Unnatural,3000000,0,0,-3000000,0.0,Action,r1
1170,73,2015,Unnatural,3000000,0,0,-3000000,0.0,Horror,r1
1170,73,2015,Unnatural,3000000,0,0,-3000000,0.0,Sci-Fi,r1
1172,99,2016,The Hatching,5000000,0,0,-5000000,0.0,Action,r1
1172,99,2016,The Hatching,5000000,0,0,-5000000,0.0,Comedy,r1
1177,6,2003,The Party's Over,1000000,0,0,-1000000,0.0,Documentary,r1
1180,61,2010,Barry Munday,3000000,0,0,-3000000,0.0,Comedy,r1
1180,61,2010,Barry Munday,3000000,0,0,-3000000,0.0,Drama,r1
1180,61,2010,Barry Munday,3000000,0,0,-3000000,0.0,Romance,r1
1181,29,2009,Deadline,1800000,0,0,-1800000,0.0,Drama,r1
1181,29,2009,Deadline,1800000,0,0,-1800000,0.0,Mystery,r1
1181,29,2009,Deadline,1800000,0,0,-1800000,0.0,Thriller,r1
1182,44,2013,Alien Uprising,2500000,0,0,-2500000,0.0,Comedy,r1
1182,44,2013,Alien Uprising,2500000,0,0,-2500000,0.0,Horror,r1
1182,44,2013,Alien Uprising,2500000,0,0,-2500000,0.0,Sci-Fi,r1
1183,45,2010,Christmas Mail,2500000,0,0,-2500000,0.0,Comedy,r1
1183,45,2010,Christmas Mail,2500000,0,0,-2500000,0.0,Drama,r1
1184,46,2015,Stung,2500000,0,0,-2500000,0.0,Action,r1
1184,46,2015,Stung,2500000,0,0,-2500000,0.0,Comedy,r1
1186,48,2015,8 Days,2500000,0,0,-2500000,0.0,Drama,r1
1186,48,2015,8 Days,2500000,0,0,-2500000,0.0,Thriller,r1
1187,49,2016,Antibirth,2500000,0,0,-2500000,0.0,Horror,r1
1188,30,2007,Sublime,1800000,0,0,-1800000,0.0,Documentary,r1
1189,50,2016,The Rise of the Krays,2500000,0,0,-2500000,0.0,Crime,r1
1189,50,2016,The Rise of the Krays,2500000,0,0,-2500000,0.0,Drama,r1
1190,31,2012,Dysfunctional Friends,1800000,0,0,-1800000,0.0,Comedy,r1
1190,31,2012,Dysfunctional Friends,1800000,0,0,-1800000,0.0,Drama,r1
1191,32,2013,Independence Daysaster,1800000,0,0,-1800000,0.0,Action,r1
1191,32,2013,Independence Daysaster,1800000,0,0,-1800000,0.0,Sci-Fi,r1
1196,33,2015,Ask Me Anything,950000,0,0,-950000,0.0,Drama,r1
1197,11,2012,Snow White: A Deadly Summer,1000000,0,0,-1000000,0.0,Horror,r1
1198,32,2014,Jesse,950000,0,0,-950000,0.0,Action,r1
1198,32,2014,Jesse,950000,0,0,-950000,0.0,Crime,r1
1198,32,2014,Jesse,950000,0,0,-950000,0.0,Drama,r1
1199,31,2012,Trance,950000,0,0,-950000,0.0,Horror,r1
1201,62,2009,The Deported,3000000,0,0,-3000000,0.0,Documentary,r1
1202,26,2015,Por amor en el caserio,1000000,0,0,-1000000,0.0,Action,r1
1202,26,2015,Por amor en el caserio,1000000,0,0,-1000000,0.0,Drama,r1
1202,26,2015,Por amor en el caserio,1000000,0,0,-1000000,0.0,Romance,r1
1203,25,2016,Chemical Cut,1000000,0,0,-1000000,0.0,Drama,r1
1205,23,2016,1982,1000000,0,0,-1000000,0.0,Drama,r1
1206,22,2016,Hush,1000000,0,0,-1000000,0.0,Drama,r1
1206,22,2016,Hush,1000000,0,0,-1000000,0.0,Thriller,r1
1207,21,2014,Bang Bang Baby,1000000,0,0,-1000000,0.0,Drama,r1
1209,19,2015,Fear Clinic,1000000,0,0,-1000000,0.0,Horror,r1
1210,18,2014,A Fine Step,1000000,0,0,-1000000,0.0,Drama,r1
1212,16,2013,Zombie Hunter,1000000,0,0,-1000000,0.0,Action,r1
1212,16,2013,Zombie Hunter,1000000,0,0,-1000000,0.0,Comedy,r1
1212,16,2013,Zombie Hunter,1000000,0,0,-1000000,0.0,Horror,r1
1213,15,2013,My Last Day Without You,1000000,0,0,-1000000,0.0,Comedy,r1
1213,15,2013,My Last Day Without You,1000000,0,0,-1000000,0.0,Drama,r1
1213,15,2013,My Last Day Without You,1000000,0,0,-1000000,0.0,Romance,r1
1214,14,2014,Hidden Away,1000000,0,0,-1000000,0.0,Drama,r1
1214,14,2014,Hidden Away,1000000,0,0,-1000000,0.0,Romance,r1
1215,13,2013,Black Rock,1000000,0,0,-1000000,0.0,Horror,r1
1215,13,2013,Black Rock,1000000,0,0,-1000000,0.0,Thriller,r1
1216,12,2012,Truth or Die,1000000,0,0,-1000000,0.0,Horror,r1
1216,12,2012,Truth or Die,1000000,0,0,-1000000,0.0,Mystery,r1
1217,15,2015,Treading Water,4700000,0,0,-4700000,0.0,Comedy,r1
1217,15,2015,Treading Water,4700000,0,0,-4700000,0.0,Drama,r1
1218,66,2016,Eden,2300000,0,0,-2300000,0.0,Drama,r1
1219,82,2009,Nine Dead,2000000,0,0,-2000000,0.0,Crime,r1
1219,82,2009,Nine Dead,2000000,0,0,-2000000,0.0,Drama,r1
1219,82,2009,Nine Dead,2000000,0,0,-2000000,0.0,Horror,r1
1221,84,2007,Rockaway,2000000,0,0,-2000000,0.0,Drama,r1
1223,87,2013,Straight A's,2000000,0,0,-2000000,0.0,Comedy,r1
1223,87,2013,Straight A's,2000000,0,0,-2000000,0.0,Drama,r1
1224,88,2012,The Legend of Hell's Gate: An American Conspiracy,2000000,0,0,-2000000,0.0,Action,r1
1225,35,2015,Rotor DR1,350000,0,0,-350000,0.0,Sci-Fi,r1
1228,89,2012,Highway,2000000,0,0,-2000000,0.0,Comedy,r1
1229,83,2012,Below Zero,1200000,0,0,-1200000,0.0,Thriller,r1
1230,84,2012,Crowsnest,1200000,0,0,-1200000,0.0,Horror,r1
1230,84,2012,Crowsnest,1200000,0,0,-1200000,0.0,Mystery,r1
1230,84,2012,Crowsnest,1200000,0,0,-1200000,0.0,Thriller,r1
1231,90,2013,Small Apartments,2000000,0,0,-2000000,0.0,Comedy,r1
1231,90,2013,Small Apartments,2000000,0,0,-2000000,0.0,Crime,r1
1231,90,2013,Small Apartments,2000000,0,0,-2000000,0.0,Drama,r1
1232,91,2013,Coffee Town,2000000,0,0,-2000000,0.0,Comedy,r1
1233,85,2012,Airborne,1200000,0,0,-1200000,0.0,Comedy,r1
1233,85,2012,Airborne,1200000,0,0,-1200000,0.0,Crime,r1
1233,85,2012,Airborne,1200000,0,0,-1200000,0.0,Horror,r1
1237,94,2010,The Christmas Bunny,250000,0,0,-250000,0.0,Drama,r1
1238,93,2010,Rust,250000,0,0,-250000,0.0,Drama,r1
1240,67,2015,Chain of Command,4000000,0,0,-4000000,0.0,Action,r1
1240,67,2015,Chain of Command,4000000,0,0,-4000000,0.0,Thriller,r1
1242,65,2014,The Perfect Wave,4000000,0,0,-4000000,0.0,Drama,r1
1243,64,2015,The Veil,4000000,0,0,-4000000,0.0,Action,r1
1243,64,2015,The Veil,4000000,0,0,-4000000,0.0,Sci-Fi,r1
1245,62,2012,Replicas,4000000,0,0,-4000000,0.0,Drama,r1
1245,62,2012,Replicas,4000000,0,0,-4000000,0.0,Sci-Fi,r1
1245,62,2012,Replicas,4000000,0,0,-4000000,0.0,Thriller,r1
1246,67,2010,Death Calls,290000,0,0,-290000,0.0,Action,r1
1246,67,2010,Death Calls,290000,0,0,-290000,0.0,Mystery,r1
1247,66,2015,Amidst the Devil's Wings,300000,0,0,-300000,0.0,Action,r1
1247,66,2015,Amidst the Devil's Wings,300000,0,0,-300000,0.0,Crime,r1
1247,66,2015,Amidst the Devil's Wings,300000,0,0,-300000,0.0,Drama,r1
1248,65,2010,Anderson's Cross,300000,0,0,-300000,0.0,Comedy,r1
1248,65,2010,Anderson's Cross,300000,0,0,-300000,0.0,Drama,r1
1248,65,2010,Anderson's Cross,300000,0,0,-300000,0.0,Romance,r1
1250,63,2015,Teeth and Blood,300000,0,0,-300000,0.0,Action,r1
1250,63,2015,Teeth and Blood,300000,0,0,-300000,0.0,Horror,r1
1251,62,2013,Midnight Cabaret,300000,0,0,-300000,0.0,Action,r1
1251,62,2013,Midnight Cabaret,300000,0,0,-300000,0.0,Crime,r1
1251,62,2013,Midnight Cabaret,300000,0,0,-300000,0.0,Drama,r1
1252,61,2012,Some Guy Who Kills People,300000,0,0,-300000,0.0,Comedy,r1
1252,61,2012,Some Guy Who Kills People,300000,0,0,-300000,0.0,Crime,r1
1252,61,2012,Some Guy Who Kills People,300000,0,0,-300000,0.0,Drama,r1
1256,86,2015,Crossroads,500000,0,0,-500000,0.0,Drama,r1
1257,84,2013,Bucky and the Squirrels,500000,0,0,-500000,0.0,Comedy,r1
1258,83,2015,Fight to the Finish,500000,0,0,-500000,0.0,Action,r1
1258,83,2015,Fight to the Finish,500000,0,0,-500000,0.0,Romance,r1
1260,81,2015,Love in the Time of Monsters,500000,0,0,-500000,0.0,Comedy,r1
1260,81,2015,Love in the Time of Monsters,500000,0,0,-500000,0.0,Horror,r1
1261,80,2014,Diamond Ruff,500000,0,0,-500000,0.0,Action,r1
1262,79,2015,Roadside,500000,0,0,-500000,0.0,Drama,r1
1262,79,2015,Roadside,500000,0,0,-500000,0.0,Horror,r1
1262,79,2015,Roadside,500000,0,0,-500000,0.0,Mystery,r1
1263,78,2015,Subconscious,500000,0,0,-500000,0.0,Horror,r1
1264,77,2015,The Outrageous Sophie Tucker,500000,0,0,-500000,0.0,Documentary,r1
1267,74,2012,Girls Gone Dead,500000,0,0,-500000,0.0,Comedy,r1
1267,74,2012,Girls Gone Dead,500000,0,0,-500000,0.0,Horror,r1
1268,73,2012,Enter Nowhere,500000,0,0,-500000,0.0,Mystery,r1
1268,73,2012,Enter Nowhere,500000,0,0,-500000,0.0,Sci-Fi,r1
1268,73,2012,Enter Nowhere,500000,0,0,-500000,0.0,Thriller,r1
1269,72,2010,Drones,500000,0,0,-500000,0.0,Comedy,r1
1270,1,2015,Shark Lake,2000000,0,0,-2000000,0.0,Action,r1
1270,1,2015,Shark Lake,2000000,0,0,-2000000,0.0,Crime,r1
1274,7,2010,The Dead Undead,1100000,0,0,-1100000,0.0,Action,r1
1274,7,2010,The Dead Undead,1100000,0,0,-1100000,0.0,Horror,r1
1274,7,2010,The Dead Undead,1100000,0,0,-1100000,0.0,Sci-Fi,r1
1275,8,2013,The Vatican Exorcisms,1100000,0,0,-1100000,0.0,Horror,r1
1276,87,2015,Alleluia! The Devil's Carnival,500000,0,0,-500000,0.0,Horror,r1
1277,87,2015,Bleeding Hearts,1200000,0,0,-1200000,0.0,Horror,r1
1279,88,2013,The Wicked Within,1200000,0,0,-1200000,0.0,Horror,r1
1281,92,2014,Lucky Dog,2000000,0,0,-2000000,0.0,Comedy,r1
1281,92,2014,Lucky Dog,2000000,0,0,-2000000,0.0,Crime,r1
1282,93,2001,Pendulum,2000000,0,0,-2000000,0.0,Thriller,r1
1285,96,2015,The Walking Deceased,2000000,0,0,-2000000,0.0,Comedy,r1
1285,96,2015,The Walking Deceased,2000000,0,0,-2000000,0.0,Horror,r1
1286,97,2011,True Bromance,2000000,0,0,-2000000,0.0,Comedy,r1
1288,1,2014,Mutual Friends,450000,0,0,-450000,0.0,Comedy,r1
1288,1,2014,Mutual Friends,450000,0,0,-450000,0.0,Romance,r1
1289,99,2015,Wind Walkers,2000000,0,0,-2000000,0.0,Action,r1
1289,99,2015,Wind Walkers,2000000,0,0,-2000000,0.0,Horror,r1
1289,99,2015,Wind Walkers,2000000,0,0,-2000000,0.0,Thriller,r1
1290,100,2016,The Dog Lover,2000000,0,0,-2000000,0.0,Drama,r1
1293,89,2014,The Sound and the Shadow,500000,0,0,-500000,0.0,Comedy,r1
1293,89,2014,The Sound and the Shadow,500000,0,0,-500000,0.0,Mystery,r1
1293,89,2014,The Sound and the Shadow,500000,0,0,-500000,0.0,Thriller,r1
1294,98,2015,The Curse of Downers Grove,2000000,0,0,-2000000,0.0,Drama,r1
1294,98,2015,The Curse of Downers Grove,2000000,0,0,-2000000,0.0,Horror,r1
1294,98,2015,The Curse of Downers Grove,2000000,0,0,-2000000,0.0,Mystery,r1
10,63,2011,Insidious,1500000,54009150,99870886,152380036,102.58669066666667,Horror,r2
10,63,2011,Insidious,1500000,54009150,99870886,152380036,102.58669066666667,Mystery,r2
10,63,2011,Insidious,1500000,54009150,99870886,152380036,102.58669066666667,Thriller,r2
12,65,2010,Paranormal Activity 2,3000000,84752907,177512032,259264939,87.42164633333333,Horror,r2
13,49,2017,Get Out,5000000,176040665,255367951,426408616,86.2817232,Horror,r2
13,49,2017,Get Out,5000000,176040665,255367951,426408616,86.2817232,Mystery,r2
13,49,2017,Get Out,5000000,176040665,255367951,426408616,86.2817232,Thriller,r2
14,50,2017,Split,5000000,138141585,278964806,412106391,83.4212782,Comedy,r2
14,50,2017,Split,5000000,138141585,278964806,412106391,83.4212782,Romance,r2
16,51,2011,Paranormal Activity 3,5000000,104028807,207039844,306068651,62.2137302,Horror,r2
16,51,2011,Paranormal Activity 3,5000000,104028807,207039844,306068651,62.2137302,Mystery,r2
16,51,2011,Paranormal Activity 3,5000000,104028807,207039844,306068651,62.2137302,Thriller,r2
17,15,2010,The Last Exorcism,1800000,41034350,70165900,109400250,61.77791666666667,Drama,r2
17,15,2010,The Last Exorcism,1800000,41034350,70165900,109400250,61.77791666666667,Horror,r2
17,15,2010,The Last Exorcism,1800000,41034350,70165900,109400250,61.77791666666667,Thriller,r2
18,18,2012,Chernobyl Diaries,1000000,18119640,42411721,59531361,60.531361,Horror,r2
18,18,2012,Chernobyl Diaries,1000000,18119640,42411721,59531361,60.531361,Mystery,r2
18,18,2012,Chernobyl Diaries,1000000,18119640,42411721,59531361,60.531361,Thriller,r2
21,66,2015,War Room,3000000,67790117,73975239,138765356,47.25511866666667,Drama,r2
23,17,2013,You're Next,1000000,18494006,26887177,44381183,45.381183,Action,r2
23,17,2013,You're Next,1000000,18494006,26887177,44381183,45.381183,Comedy,r2
23,17,2013,You're Next,1000000,18494006,26887177,44381183,45.381183,Horror,r2
24,69,2012,Sinister,3000000,48086903,87727807,132814710,45.27157,Horror,r2
24,69,2012,Sinister,3000000,48086903,87727807,132814710,45.27157,Mystery,r2
24,69,2012,Sinister,3000000,48086903,87727807,132814710,45.27157,Thriller,r2
25,86,2017,A Ghost Story,100000,1594798,2769782,4264580,43.6458,Drama,r2
25,86,2017,A Ghost Story,100000,1594798,2769782,4264580,43.6458,Romance,r2
26,55,2016,Lights Out,5000000,67268835,148806510,211075345,43.215069,Drama,r2
28,73,2012,Your Sister's Sister,120000,1597486,3090593,4568079,39.067325,Comedy,r2
28,73,2012,Your Sister's Sister,120000,1597486,3090593,4568079,39.067325,Drama,r2
29,91,2018,Truth or Dare,3500000,41411015,95127344,133038359,39.01095971428571,Horror,r2
29,91,2018,Truth or Dare,3500000,41411015,95127344,133038359,39.01095971428571,Romance,r2
29,91,2018,Truth or Dare,3500000,41411015,95127344,133038359,39.01095971428571,Thriller,r2
30,78,1998,Cube,250000,489220,8969065,9208285,37.83314,Documentary,r2
31,38,2013,Fruitvale Station,900000,16098998,17549645,32748643,37.38738111111111,Drama,r2
31,38,2013,Fruitvale Station,900000,16098998,17549645,32748643,37.38738111111111,Romance,r2
32,58,2017,Happy Death Day,5000000,55683845,125010260,175694105,36.138821,Horror,r2
32,58,2017,Happy Death Day,5000000,55683845,125010260,175694105,36.138821,Mystery,r2
32,58,2017,Happy Death Day,5000000,55683845,125010260,175694105,36.138821,Thriller,r2
34,87,2011,Courageous,2000000,34522221,35185884,67708105,34.8540525,Drama,r2
36,65,2003,Cabin Fever,1500000,21158188,30351664,50009852,34.33990133333333,Horror,r2
38,56,2015,The Visit,5000000,65206105,98677816,158883921,32.7767842,Comedy,r2
38,56,2015,The Visit,5000000,65206105,98677816,158883921,32.7767842,Drama,r2
38,56,2015,The Visit,5000000,65206105,98677816,158883921,32.7767842,Romance,r2
43,74,2011,Like Crazy,250000,3395391,3728400,6873791,28.495164,Drama,r2
43,74,2011,Like Crazy,250000,3395391,3728400,6873791,28.495164,Romance,r2
46,67,2006,Clean,10000,138711,138711,267422,27.7422,Comedy,r2
46,67,2006,Clean,10000,138711,138711,267422,27.7422,Drama,r2
46,67,2006,Clean,10000,138711,138711,267422,27.7422,Horror,r2
47,66,2007,Waitress,1500000,19097550,22217183,39814733,27.543155333333335,Drama,r2
48,13,2012,2016: Obama's America,2500000,33349941,33349941,64199882,26.6799528,Documentary,r2
50,25,2010,Blue Valentine,1000000,9737892,16566240,25304132,26.304132,Drama,r2
50,25,2010,Blue Valentine,1000000,9737892,16566240,25304132,26.304132,Romance,r2
51,82,2000,Billy Elliot,5000000,21995263,109253745,126249008,26.2498016,Comedy,r2
51,82,2000,Billy Elliot,5000000,21995263,109253745,126249008,26.2498016,Drama,r2
53,14,2013,Kevin Hart: Let Me Explain,2500000,32244051,32327255,62071306,25.8285224,Comedy,r2
53,14,2013,Kevin Hart: Let Me Explain,2500000,32244051,32327255,62071306,25.8285224,Documentary,r2
55,29,2018,Unfriended: Dark Web,1000000,8866745,16434588,24301333,25.301333,Crime,r2
55,29,2018,Unfriended: Dark Web,1000000,8866745,16434588,24301333,25.301333,Horror,r2
55,29,2018,Unfriended: Dark Web,1000000,8866745,16434588,24301333,25.301333,Mystery,r2
56,70,2014,Paranormal Activity: The Marked Ones,5000000,32462372,90904854,118367226,24.6734452,Horror,r2
56,70,2014,Paranormal Activity: The Marked Ones,5000000,32462372,90904854,118367226,24.6734452,Mystery,r2
56,70,2014,Paranormal Activity: The Marked Ones,5000000,32462372,90904854,118367226,24.6734452,Thriller,r2
57,18,2011,The Grace Card,200000,2430735,2430735,4661470,24.30735,Drama,r2
59,81,2015,The Boy Next Door,4000000,36006065,53401938,85408003,22.35200075,Horror,r2
59,81,2015,The Boy Next Door,4000000,36006065,53401938,85408003,22.35200075,Thriller,r2
63,85,2014,Boyhood,4000000,25379975,57273049,78653024,20.663256,Drama,r2
